namc_code,namc_term_diacritical,short_definition,long_definition,icd_code,query,pred_top1,pred_top3
AD-3,pittakaphōlbaṇa-hīnavātasannipātaḥ,-,-,,pittakaphōlbaṇa hīnavātasannipātaḥ pittakaphōlbaṇa hīnavātasannipātaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
AD-4,vātōlbaṇa-hīnakaphapittasannipātaḥ,-,-,,vātōlbaṇa hīnakaphapittasannipātaḥ vātōlbaṇa hīnakaphapittasannipātaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
AD-5,pittōlbaṇa-hīnakaphavātasannipātaḥ,-,-,,pittōlbaṇa hīnakaphavātasannipātaḥ pittōlbaṇa hīnakaphavātasannipātaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
AD-6,kaphōlbaṇa-hīnavātapittasannipātaḥ,-,-,,kaphōlbaṇa hīnavātapittasannipātaḥ kaphōlbaṇa hīnavātapittasannipātaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
AD-7,ślēṣmōlbaṇa-pittamadhya-hīnavātaḥ,-,-,,ślēṣmōlbaṇa pittamadhya hīnavātaḥ ślēṣmōlbaṇa pittamadhya hīnavātaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
AD-8,pittōlbaṇa-madhyakapha-hīnavātasannipātaḥ,-,-,,pittōlbaṇa madhyakapha hīnavātasannipātaḥ pittōlbaṇa madhyakapha hīnavātasannipātaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
AD-9,vātōlbaṇa-madhyakapha-hīnapittaḥ,-,-,,vātōlbaṇa madhyakapha hīnapittaḥ vātōlbaṇa madhyakapha hīnapittaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
AD-10,kaphōlbaṇa-vātamadhya-hīnapittaḥ,-,-,,kaphōlbaṇa vātamadhya hīnapittaḥ kaphōlbaṇa vātamadhya hīnapittaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
AD-11,vātōlbaṇa-pittamadhya-hīnakaphasannipātaḥ,-,-,,vātōlbaṇa pittamadhya hīnakaphasannipātaḥ vātōlbaṇa pittamadhya hīnakaphasannipātaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
AD-12,pittōlbaṇa-vātamadhya-hīnakaphasannipātaḥ,-,-,,pittōlbaṇa vātamadhya hīnakaphasannipātaḥ pittōlbaṇa vātamadhya hīnakaphasannipātaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
AD-13,samasannipātaḥ,-,-,,samasannipātaḥ samasannipātaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
SR40(B),dhātuvaiṣamyam,-,disturbance of homeostasis leading to an abnormal or pathological or diseased state,,dhātuvaiṣamyam dhātuvaiṣamyam disturbance of homeostasis leading to an abnormal or pathological or diseased state,SR40,"['SR40', 'SS15', 'ST06']"
BA,rasavaiṣamyam,-,-,,rasavaiṣamyam rasavaiṣamyam,ST20,"['ST20', 'SM9A', 'SM8B']"
SR42(BA-1),(a) rasakṣayaḥ,-,"It is characterized by shaking, Intolerance to hearing loud noises, palpitation of heart, palpitation on little exertion, body pain, precordial pain, cardiac pain, tremors, absence of mind, feeling of emptiness in body, thirst, dryness, wasting, emaciation, palpitation, tiredness on little exertion, dyspnoea on exertion, dryness, fatigue in mind and body. (a) This may be explained by morbid decrease of circulating fluid.",,"(a) rasakṣayaḥ (a) rasakṣayaḥ it is characterized by shaking, intolerance to hearing loud noises, palpitation of heart, palpitation on little exertion, body pain, precordial pain, cardiac pain, tremors, absence of mind, feeling of emptiness in body, thirst, dryness, wasting, emaciation, palpitation, tiredness on little exertion, dyspnoea on exertion, dryness, fatigue in mind and body. (a) this may be explained by morbid decrease of circulating fluid.",SL62,"['SL62', 'SR42', 'SP54']"
SR41(BA-2),(a) rasavṛddhiḥ,-,"It is characterised by nausea, excessive salivation, tastelessness, distaste of mouth, obstruction in channels, aversion to eating sweet food, generalised body ache, white discolouration, coldness, obesity, lethargy, heaviness, exhaustion, tiredness, obstruction to flow of primary product of digested food, syncope, attacks of swooning, excessive sleep, drowsiness, lassitude, breathlessness, cough, loosening and dislocation of joints, flaccidity, laxity in body parts, diminution of digestive power, loss of appetite associated with gasping and bloating. (a) This may be explained by morbid increase of circulating fluid.",,"(a) rasavṛddhiḥ (a) rasavṛddhiḥ it is characterised by nausea, excessive salivation, tastelessness, distaste of mouth, obstruction in channels, aversion to eating sweet food, generalised body ache, white discolouration, coldness, obesity, lethargy, heaviness, exhaustion, tiredness, obstruction to flow of primary product of digested food, syncope, attacks of swooning, excessive sleep, drowsiness, lassitude, breathlessness, cough, loosening and dislocation of joints, flaccidity, laxity in body parts, diminution of digestive power, loss of appetite associated with gasping and bloating. (a) this may be explained by morbid increase of circulating fluid.",SR41,"['SR41', 'SR50', 'SR42']"
BB,raktavaiṣamyam,-,-,,raktavaiṣamyam raktavaiṣamyam,ST20,"['ST20', 'SM9A', 'SM8B']"
SR44(BB-1),(a) raktakṣayaḥ,-,"It is characterized by rough, dry , cracked, faded, lusterless skin, desire for sour taste, cold, laxity of vessels, tortuous vesselsm, pallor, tiredness, burning sensation over the feet and lassitude. (a) This may be explained by morbid decrease of blood.",,"(a) raktakṣayaḥ (a) raktakṣayaḥ it is characterized by rough, dry , cracked, faded, lusterless skin, desire for sour taste, cold, laxity of vessels, tortuous vesselsm, pallor, tiredness, burning sensation over the feet and lassitude. (a) this may be explained by morbid decrease of blood.",SR44,"['SR44', 'SR43', 'SR1K']"
SR43(BB-2),(a) raktavṛddhiḥ,-,"It is characterised by redness of the skin, body parts, reddish coloured eyes, the fullness of blood vessels, skin disease, spreading cellulitis, erysipelas, boils, eruptions, irregular or excessive menstruation, redness and inflammation of eyes, mouth, penis, anus, gums, splenomegaly, abdominal lump, abscess, blackish patches on the face, jaundice, polyarthritis, unconsciousness, confusion, urine with blood, bleeding, throbbing pain, anorexia and colic pain. (a) This may be explained by morbid incerease of blood.",,"(a) raktavṛddhiḥ (a) raktavṛddhiḥ it is characterised by redness of the skin, body parts, reddish coloured eyes, the fullness of blood vessels, skin disease, spreading cellulitis, erysipelas, boils, eruptions, irregular or excessive menstruation, redness and inflammation of eyes, mouth, penis, anus, gums, splenomegaly, abdominal lump, abscess, blackish patches on the face, jaundice, polyarthritis, unconsciousness, confusion, urine with blood, bleeding, throbbing pain, anorexia and colic pain. (a) this may be explained by morbid incerease of blood.",SR43,"['SR43', 'SN04', 'SR44']"
BB-3,,-,-,,,ST20,"['ST20', 'SM9A', 'SM8B']"
BB-4,,-,-,,,ST20,"['ST20', 'SM9A', 'SM8B']"
BB-5,,-,-,,,ST20,"['ST20', 'SM9A', 'SM8B']"
BB-6,,-,-,,,ST20,"['ST20', 'SM9A', 'SM8B']"
BC,,-,-,,,ST20,"['ST20', 'SM9A', 'SM8B']"
SR46(BC-1),(a) māṃsakṣayaḥ,-,"It is characterized by wasting of hips, wasting of neck, wasting of abdomen, wasting of cheeks, whole side of the face including the temple, wasting, dryness of lips, wasting, dryness of genitals, penis, wasting of thighs, wasting of chest, wasting of armpits, axilla, wasting of calf, dryness, pricking pain, exhaustion or tiredness of body, flabbiness of arteries, lazy eyes, eye fatigue, splitting type of pain in joints and weakness of five vital senses. (a) This may be explained by morbid decrease of muscle tissue.",,"(a) māṃsakṣayaḥ (a) māṃsakṣayaḥ it is characterized by wasting of hips, wasting of neck, wasting of abdomen, wasting of cheeks, whole side of the face including the temple, wasting, dryness of lips, wasting, dryness of genitals, penis, wasting of thighs, wasting of chest, wasting of armpits, axilla, wasting of calf, dryness, pricking pain, exhaustion or tiredness of body, flabbiness of arteries, lazy eyes, eye fatigue, splitting type of pain in joints and weakness of five vital senses. (a) this may be explained by morbid decrease of muscle tissue.",ST11,"['ST11', 'SR5A', 'SK20']"
SR45(BC-2),(a) māṃsavṛddhiḥ,-,"It is characterized by enlargement of hips, cheeks, lips, temple; penis, thighs, calf muscles; heaviness of limbs, hips cheeks, abdomen, thighs, calf; diseases of the palate, tongue, throat; glandular swelling in jaw and throat region, chin, nodules in neck region and an increase in muscle mass in the neck. (a) This may be explained by morbid increase of muscle tissue.",,"(a) māṃsavṛddhiḥ (a) māṃsavṛddhiḥ it is characterized by enlargement of hips, cheeks, lips, temple; penis, thighs, calf muscles; heaviness of limbs, hips cheeks, abdomen, thighs, calf; diseases of the palate, tongue, throat; glandular swelling in jaw and throat region, chin, nodules in neck region and an increase in muscle mass in the neck. (a) this may be explained by morbid increase of muscle tissue.",SR45,"['SR45', 'SR80', 'SR43']"
BD,,-,-,,,ST20,"['ST20', 'SM9A', 'SM8B']"
SR48(BD-1),(a) medaḥkṣayaḥ,-,"It is characterized by breaking, splitting type of pain, fatigue in mind and body, eye stress, sunken abdomen, splenomegaly, hollowness felling in joints, dryness of body parts, desire for fatty meat, numbness in low back, emaciation, exhaustion, fatigue, dryness, wasting, emaciation, signs symptoms of depletion of māṃsa and weakness of muscles in the loin. (a) This may be explained by morbid decrease of fat tissue.",,"(a) medaḥkṣayaḥ (a) medaḥkṣayaḥ it is characterized by breaking, splitting type of pain, fatigue in mind and body, eye stress, sunken abdomen, splenomegaly, hollowness felling in joints, dryness of body parts, desire for fatty meat, numbness in low back, emaciation, exhaustion, fatigue, dryness, wasting, emaciation, signs symptoms of depletion of māṃsa and weakness of muscles in the loin. (a) this may be explained by morbid decrease of fat tissue.",SR48,"['SR48', 'SP61', 'SR62']"
SP62(BD-2),(a) medovṛddhiḥ,-,"It is characterised by generalized increase of fatty tissue in the body and may be associated with hyperlipidemia. This may be explained by: (a) Impaired digestive and metabolic factors related to fat tissue, deranged vata, kapha",,"(a) medovṛddhiḥ (a) medovṛddhiḥ it is characterised by generalized increase of fatty tissue in the body and may be associated with hyperlipidemia. this may be explained by: (a) impaired digestive and metabolic factors related to fat tissue, deranged vata, kapha",SP62,"['SP62', 'SR47', 'SR60']"
BE,,-,-,,,ST20,"['ST20', 'SM9A', 'SM8B']"
SR4A(BE-1),(a) asthikṣayaḥ,-,"It is characterized by scalp hair fall, thinning, body hair fall, thinning, nail fall, thinning, beard, moustache fall, thinning, teeth fall, decaying, exhaustion, fatigue, dislocation of joint, lax joints, pain in the bones, gums and tooth, cracked teeth, cracked nail, dryness, roughness, dryness, pricking type of pain in the bones, desire to eat bony-meat. (a) This may be explained by morbid decrease bone tissue.",,"(a) asthikṣayaḥ (a) asthikṣayaḥ it is characterized by scalp hair fall, thinning, body hair fall, thinning, nail fall, thinning, beard, moustache fall, thinning, teeth fall, decaying, exhaustion, fatigue, dislocation of joint, lax joints, pain in the bones, gums and tooth, cracked teeth, cracked nail, dryness, roughness, dryness, pricking type of pain in the bones, desire to eat bony meat. (a) this may be explained by morbid decrease bone tissue.",SR1S,"['SR1S', 'ST0T', 'SN71']"
SR49(BE-2),(a) asthivṛddhiḥ,-,"It is characterized by excessive growth of bones, bone growing over another and excessive growth of teeth, redundant tooth which grows over another. (a) This may be explained by morbid increase bone tissue.",,"(a) asthivṛddhiḥ (a) asthivṛddhiḥ it is characterized by excessive growth of bones, bone growing over another and excessive growth of teeth, redundant tooth which grows over another. (a) this may be explained by morbid increase bone tissue.",SR49,"['SR49', 'SR4B', 'SR80']"
BF,,-,-,,,ST20,"['ST20', 'SM9A', 'SM8B']"
SR4C(BF-1),(a) majjākṣayaḥ,-,"It is characterized by decaying, weakness, lightness, repeatedly affliction with diseases due to vata, less quantity of semen , śukra, breaking type of pain in small joints, pricking, piercing type of pain of the bone, feeling of emptiness in bones, porousness of bones, giddiness or dizziness, black out. (a) This may be explained by morbid decrease in bone marrow tissue.",,"(a) majjākṣayaḥ (a) majjākṣayaḥ it is characterized by decaying, weakness, lightness, repeatedly affliction with diseases due to vata, less quantity of semen , śukra, breaking type of pain in small joints, pricking, piercing type of pain of the bone, feeling of emptiness in bones, porousness of bones, giddiness or dizziness, black out. (a) this may be explained by morbid decrease in bone marrow tissue.",SR4C,"['SR4C', 'SR4B', 'SR55']"
SR4B(BF-2),(a) majjāvṛddhiḥ,-,"It is characterized by heaviness of the whole body, heaviness and swelling of the eyes, redness of eyes, redness of body, furuncles at the base of small joints ,swollen phalanges, oliguria, and nonhealing ulcers. (a) This may be explained by morbid increase in bone marrow tissue.",,"(a) majjāvṛddhiḥ (a) majjāvṛddhiḥ it is characterized by heaviness of the whole body, heaviness and swelling of the eyes, redness of eyes, redness of body, furuncles at the base of small joints ,swollen phalanges, oliguria, and nonhealing ulcers. (a) this may be explained by morbid increase in bone marrow tissue.",SR4B,"['SR4B', 'SR4C', 'SR80']"
BG,,-,-,,,ST20,"['ST20', 'SM9A', 'SM8B']"
SR4E(BG-1),(a) śukrakṣayaḥ,-,"It is characterized by weakness or loss of physical strength, dryness of mouth, pallor, pale colour of body parts, exhaustion or tiredness to body and mind, exhaustion, fatigue, inability to perform sexual act, impotence, not able to ejaculate semen, suppression of semen, penile pain, scrotal pain, severe pain in scrotum, inability to perform sexual act, delayed ejaculation, semen with little blood on ejaculation, blackout, pricking type of pain in scrotum, smoky sensation in penis. (a) This may be explained by morbid decrease in reproductive tissue.",,"(a) śukrakṣayaḥ (a) śukrakṣayaḥ it is characterized by weakness or loss of physical strength, dryness of mouth, pallor, pale colour of body parts, exhaustion or tiredness to body and mind, exhaustion, fatigue, inability to perform sexual act, impotence, not able to ejaculate semen, suppression of semen, penile pain, scrotal pain, severe pain in scrotum, inability to perform sexual act, delayed ejaculation, semen with little blood on ejaculation, blackout, pricking type of pain in scrotum, smoky sensation in penis. (a) this may be explained by morbid decrease in reproductive tissue.",SR4E,"['SR4E', 'SS23', 'SR4D']"
SR4D(BG-2),(a) śukravṛddhiḥ                     (a) śukrādhikyam,-,"It is characterized by seminal calculi, precipitated semen as calculus, excessive ejaculation of semen, excessive desire of intercourse with women. (a) This may be explained by morbid increase in reproductive tissue.",,"(a) śukravṛddhiḥ (a) śukrādhikyam (a) śukravṛddhiḥ (a) śukrādhikyam it is characterized by seminal calculi, precipitated semen as calculus, excessive ejaculation of semen, excessive desire of intercourse with women. (a) this may be explained by morbid increase in reproductive tissue.",SR4D,"['SR4D', 'SR60', 'SR4E']"
BA-3,,-,-,,,ST20,"['ST20', 'SM9A', 'SM8B']"
SR4K(BA-3.1),(a) ārtavakṣayaḥ,-,"It is characterized by menstruation not on proper time, metrorrhagia, scanty menstrual flow, pain in vagina. This may be explained by decrease in circulating fluid in turn causing quantitative decrease of menstrual flow.",,"(a) ārtavakṣayaḥ (a) ārtavakṣayaḥ it is characterized by menstruation not on proper time, metrorrhagia, scanty menstrual flow, pain in vagina. this may be explained by decrease in circulating fluid in turn causing quantitative decrease of menstrual flow.",SR4K,"['SR4K', 'SR4J', 'SR42']"
SR4J(BA-3.2),(a) ārtavavṛddhiḥ,-,"It is characterized by generalised bodyache, excessive menstrual bleeding, menorrhagia, bad odour. This may be explained by increase in circulating fluid in turn causing quantitative increase of menstrual flow.",,"(a) ārtavavṛddhiḥ (a) ārtavavṛddhiḥ it is characterized by generalised bodyache, excessive menstrual bleeding, menorrhagia, bad odour. this may be explained by increase in circulating fluid in turn causing quantitative increase of menstrual flow.",SR4J,"['SR4J', 'SR4K', 'SR41']"
BA-4,,-,-,,,ST20,"['ST20', 'SM9A', 'SM8B']"
SN10(BA-4.1),(a) stanyakṣayaḥ,-,It is characterised by decreased or cessation of secretion of breast milk may be associated with decreased size of the breast. This may be explained by: (a) Aggravation of vatadosha and decreased primary product of digested food resulting in reduced breast milk production.,,(a) stanyakṣayaḥ (a) stanyakṣayaḥ it is characterised by decreased or cessation of secretion of breast milk may be associated with decreased size of the breast. this may be explained by: (a) aggravation of vatadosha and decreased primary product of digested food resulting in reduced breast milk production.,SR4M,"['SR4M', 'SR4L', 'SR5D']"
SR4L(BA-4.2),(a) stanyavṛddhiḥ,-,"It is characterized by fully extended, large breast, frequent lactation, pricking pain. This may be explained by increase in circulating fluid in turn causing quantitative increase of breast milk.",,"(a) stanyavṛddhiḥ (a) stanyavṛddhiḥ it is characterized by fully extended, large breast, frequent lactation, pricking pain. this may be explained by increase in circulating fluid in turn causing quantitative increase of breast milk.",SR4L,"['SR4L', 'SR4M', 'SR5D']"
SP93(BH),(a) ojovaiṣamyam,-,It is characterised by overall decrease of health leading to impaired immunity resulting in susceptibility to disease. This may be explained by: (a) Ojas gets vitiated by dosha and affecting the whole body.,,(a) ojovaiṣamyam (a) ojovaiṣamyam it is characterised by overall decrease of health leading to impaired immunity resulting in susceptibility to disease. this may be explained by: (a) ojas gets vitiated by dosha and affecting the whole body.,SP93,"['SP93', 'SR4G', 'SR4F']"
SR4F(BH-1),(a) ojaḥkṣayaḥ,-,"It is characterized by fear, loss of physical strength or weakness, constantly thinking, distressed sense organs, sense organs not able to perform properly, diminished complexion, lack mental strength, dry, wasted, dried up, emaciated, syncope, attacks of swooning, extreme wasting of muscles, diminution of muscle mass, confusion, delirium, excess talking, irrelevant speech, incoherent speech, death. This may be explained by morbid decrease (quantitative) of ojas and consequent physiological and pathological ramifications.",,"(a) ojaḥkṣayaḥ (a) ojaḥkṣayaḥ it is characterized by fear, loss of physical strength or weakness, constantly thinking, distressed sense organs, sense organs not able to perform properly, diminished complexion, lack mental strength, dry, wasted, dried up, emaciated, syncope, attacks of swooning, extreme wasting of muscles, diminution of muscle mass, confusion, delirium, excess talking, irrelevant speech, incoherent speech, death. this may be explained by morbid decrease (quantitative) of ojas and consequent physiological and pathological ramifications.",SR4F,"['SR4F', 'SR64', 'SL07']"
SR4H(BH-2),(a) ojovisraṃsaḥ,-,"It is characterized by loosening, dislocation of joints, exhaustion or tiredness of body, depletion of dosha, suppression of activities. This may be explained by unwarranted movement of ojas from intended normal location(s) resulting in morbidity.",,"(a) ojovisraṃsaḥ (a) ojovisraṃsaḥ it is characterized by loosening, dislocation of joints, exhaustion or tiredness of body, depletion of dosha, suppression of activities. this may be explained by unwarranted movement of ojas from intended normal location(s) resulting in morbidity.",SR4H,"['SR4H', 'SR4G', 'SR4F']"
