Sr No.,NAMC_ID,NAMC_CODE,NAMC_TERM,Tamil_term,Short_definition,Long_definition,Reference,query,normalized_term
413,413,FBD1.6,Timir Valippu,திமிர் வலிப்பு,Epilepsy due to insomnia,"It is characterised by excessive yawning, laughing often,dancing,singing,restless,chillness of the body and neuralgia and insomnia. It is explained by of vali affects udanan, samanan. Among the seven Uṭaṟtātukkaḷ, Cāram, Cennīr and Ūṉ gets affected.","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No 557","timir valippu timir valippu timir valippu timir valippu திமிர் வலிப்பு திமிர் வலிப்பு திமிர் வலிப்பு திமிர் வலிப்பு epilepsy due to insomnia epilepsy due to insomnia epilepsy due to insomnia it is characterised by excessive yawning, laughing often,dancing,singing,restless,chillness of the body and neuralgia and insomnia. it is explained by of vali affects udanan, samanan. among the seven uṭaṟtātukkaḷ, cāram, cennīr and ūṉ gets affected. k. n. kuppusamy mudaliar (2007). siddha maruthuvam - pothu (7th ed.)chennai; department of indian medicine & homeopathy, page no 557",timir valippu
414,414,FBD1.7,Kūṉ Valippu,கண் வலிப்பு,Epilepsy due to skin infections,"It is characterised by pruritus, abscesses ,anosmia,impaired consciousness or awareness, hoarseness or low voice,fever. It is explained by of increased vali influences Aẕal affects udanan,vyanan,nagan and kirukaran. Among the seven Uṭaṟtātukkaḷ, Cāram,","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No 557","kūṉ valippu kūṉ valippu kūṉ valippu kūṉ valippu கண் வலிப்பு கண் வலிப்பு கண் வலிப்பு கண் வலிப்பு epilepsy due to skin infections epilepsy due to skin infections epilepsy due to skin infections it is characterised by pruritus, abscesses ,anosmia,impaired consciousness or awareness, hoarseness or low voice,fever. it is explained by of increased vali influences aẕal affects udanan,vyanan,nagan and kirukaran. among the seven uṭaṟtātukkaḷ, cāram, k. n. kuppusamy mudaliar (2007). siddha maruthuvam - pothu (7th ed.)chennai; department of indian medicine & homeopathy, page no 557",kūṉ valippu
415,415,FBD1.8,Koṭiya Valippu,கொடிய வலிப்பு,Epilepsy due to udanan,"It is characterised by panic,spasms of body with pain,mild cough,vomiting,hiccough,neck pain. It is explained by of increased vali affects udanan. Among the seven udarthadukkal Cāram and Cennīr gets affected.","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No 557-558","koṭiya valippu koṭiya valippu koṭiya valippu koṭiya valippu கொடிய வலிப்பு கொடிய வலிப்பு கொடிய வலிப்பு கொடிய வலிப்பு epilepsy due to udanan epilepsy due to udanan epilepsy due to udanan it is characterised by panic,spasms of body with pain,mild cough,vomiting,hiccough,neck pain. it is explained by of increased vali affects udanan. among the seven udarthadukkal cāram and cennīr gets affected. k. n. kuppusamy mudaliar (2007). siddha maruthuvam - pothu (7th ed.)chennai; department of indian medicine & homeopathy, page no 557-558",koṭiya valippu
416,416,FBD1.9,Maraṇa Valippu,மரண வலிப்பு,Epilepsy preceding fatal,"It is characterised by sorethroat,jerky movements in the body,vomiting,depressed.This occurs in the terminally ill condition.It is explained by of increased aiyam influences vali affects vyanan,udanan. All the seven Uṭaṟtātukkaḷ gets affected.","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No 558","maraṇa valippu maraṇa valippu maraṇa valippu maraṇa valippu மரண வலிப்பு மரண வலிப்பு மரண வலிப்பு மரண வலிப்பு epilepsy preceding fatal epilepsy preceding fatal epilepsy preceding fatal it is characterised by sorethroat,jerky movements in the body,vomiting,depressed.this occurs in the terminally ill condition.it is explained by of increased aiyam influences vali affects vyanan,udanan. all the seven uṭaṟtātukkaḷ gets affected. k. n. kuppusamy mudaliar (2007). siddha maruthuvam - pothu (7th ed.)chennai; department of indian medicine & homeopathy, page no 558",maraṇa valippu
417,417,FBD1.10,Maṉō Valippu,மனோ வலிப்பு,Epilepsy due to Azhal,"It is characterised by lacrimation,in mute like saints or deadbody, or laughing,crying and frequent seizures. It is explained by increased Aẕal influences vali affects udanan. Among the seven udarthadukkal, Cāram and Cennīr gets affected.","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No 558-559","maṉō valippu maṉō valippu maṉō valippu maṉō valippu மனோ வலிப்பு மனோ வலிப்பு மனோ வலிப்பு மனோ வலிப்பு epilepsy due to azhal epilepsy due to azhal epilepsy due to azhal it is characterised by lacrimation,in mute like saints or deadbody, or laughing,crying and frequent seizures. it is explained by increased aẕal influences vali affects udanan. among the seven udarthadukkal, cāram and cennīr gets affected. k. n. kuppusamy mudaliar (2007). siddha maruthuvam - pothu (7th ed.)chennai; department of indian medicine & homeopathy, page no 558-559",maṉō valippu
418,418,FBD1.11,Nañcu Valippu,நஞ்சு வலிப்பு,Epilepsy due to toxicity,"It is characterised by damage to sensory organs, anxious look,mania.This condition occurs due to ingestion of toxins like philter, strychnos nux vomica seed and aconites.it is explained by Increased vali influences Aẕal affects nagan. Among the seven U","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No 559","nañcu valippu nañcu valippu nañcu valippu nañcu valippu நஞ்சு வலிப்பு நஞ்சு வலிப்பு நஞ்சு வலிப்பு நஞ்சு வலிப்பு epilepsy due to toxicity epilepsy due to toxicity epilepsy due to toxicity it is characterised by damage to sensory organs, anxious look,mania.this condition occurs due to ingestion of toxins like philter, strychnos nux vomica seed and aconites.it is explained by increased vali influences aẕal affects nagan. among the seven u k. n. kuppusamy mudaliar (2007). siddha maruthuvam - pothu (7th ed.)chennai; department of indian medicine & homeopathy, page no 559",nañcu valippu
419,419,FBD1.12,Mukkuṟṟa Valippu,முக்குற்ற வலிப்பு,Epilepsy due to mukkuttram,"It is characterised by loss of clarity of mind, loss of intelligence and ones personality and painful eyes. It is explained by of mukkutram affects nagan, koorman. All the seven Uṭaṟtātukkaḷ gets affected.","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No 559-560","mukkuṟṟa valippu mukkuṟṟa valippu mukkuṟṟa valippu mukkuṟṟa valippu முக்குற்ற வலிப்பு முக்குற்ற வலிப்பு முக்குற்ற வலிப்பு முக்குற்ற வலிப்பு epilepsy due to mukkuttram epilepsy due to mukkuttram epilepsy due to mukkuttram it is characterised by loss of clarity of mind, loss of intelligence and ones personality and painful eyes. it is explained by of mukkutram affects nagan, koorman. all the seven uṭaṟtātukkaḷ gets affected. k. n. kuppusamy mudaliar (2007). siddha maruthuvam - pothu (7th ed.)chennai; department of indian medicine & homeopathy, page no 559-560",mukkuṟṟa valippu
420,420,FBD1.13,Aiya Valippu,ஐய வலிப்பு,Epilepsy due to aiyam,"It is characterised by cough,pain in the intercostal region, vision is affected,deafness,sweating,syncope,loss of sense and seizures. It is explained by increased aiyam influences vali affects udanan,vyanan,nagan and koorman. Among the seven udarthadukk","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No 560","aiya valippu aiya valippu aiya valippu aiya valippu ஐய வலிப்பு ஐய வலிப்பு ஐய வலிப்பு ஐய வலிப்பு epilepsy due to aiyam epilepsy due to aiyam epilepsy due to aiyam it is characterised by cough,pain in the intercostal region, vision is affected,deafness,sweating,syncope,loss of sense and seizures. it is explained by increased aiyam influences vali affects udanan,vyanan,nagan and koorman. among the seven udarthadukk k. n. kuppusamy mudaliar (2007). siddha maruthuvam - pothu (7th ed.)chennai; department of indian medicine & homeopathy, page no 560",aiya valippu
421,421,FBD1.14,Vil Valippu,வில் வலிப்பு,Opisthotonus,"It is characterised by opisthotonus.This is also known as"" dhanur vali"" or "" dhanurvatham"". Constriction of chest and throat causes difficulty in breathing and may lead to fatal. It is explained by increased vali influences aiyam affects vyanan,udana","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No 560-561","vil valippu vil valippu vil valippu vil valippu வில் வலிப்பு வில் வலிப்பு வில் வலிப்பு வில் வலிப்பு opisthotonus opisthotonus opisthotonus it is characterised by opisthotonus.this is also known as"" dhanur vali"" or "" dhanurvatham"". constriction of chest and throat causes difficulty in breathing and may lead to fatal. it is explained by increased vali influences aiyam affects vyanan,udana k. n. kuppusamy mudaliar (2007). siddha maruthuvam - pothu (7th ed.)chennai; department of indian medicine & homeopathy, page no 560-561",vil valippu
422,422,FBD1.15,Cura Valippu,சுர வலிப்பு,Febrile fits in children,"It is characterised by increased heat, redness of eyes,facial pallor or icterus,burning sensation all over the body and maniac due to hyperpyrexia.It can be explained by of increased Aẕal influences vali affects vyanan and nagan.Among the seven Uṭaṟtātu","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No 561","cura valippu cura valippu cura valippu cura valippu சுர வலிப்பு சுர வலிப்பு சுர வலிப்பு சுர வலிப்பு febrile fits in children febrile fits in children febrile fits in children it is characterised by increased heat, redness of eyes,facial pallor or icterus,burning sensation all over the body and maniac due to hyperpyrexia.it can be explained by of increased aẕal influences vali affects vyanan and nagan.among the seven uṭaṟtātu k. n. kuppusamy mudaliar (2007). siddha maruthuvam - pothu (7th ed.)chennai; department of indian medicine & homeopathy, page no 561",cura valippu
423,423,FBD1.16,Vikkal Valippu,விக்கல் வலிப்பு,Epilepsy due to mukkuttram,"It is characterised by seizures due to of increased vali,increased appetite due to increased Aẕal,hiccough,congestion in the chest due to increased aiyam,bruxism,redness of eyes. It is explained by of mukuttram.All the seven Uṭaṟtātukkaḷ gets affecte","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No 562","vikkal valippu vikkal valippu vikkal valippu vikkal valippu விக்கல் வலிப்பு விக்கல் வலிப்பு விக்கல் வலிப்பு விக்கல் வலிப்பு epilepsy due to mukkuttram epilepsy due to mukkuttram epilepsy due to mukkuttram it is characterised by seizures due to of increased vali,increased appetite due to increased aẕal,hiccough,congestion in the chest due to increased aiyam,bruxism,redness of eyes. it is explained by of mukuttram.all the seven uṭaṟtātukkaḷ gets affecte k. n. kuppusamy mudaliar (2007). siddha maruthuvam - pothu (7th ed.)chennai; department of indian medicine & homeopathy, page no 562",vikkal valippu
